اٹوٹ unbreakable
دھاری extremity
دھبّا stain
دھبّا spot
دھبّا slur
دھبّا blot
دھبّا stigma
دھچکا loss
دھچکا jerk
دھچکا shock
دھچکا jolt
دھچکا damage
دھرم religion
دھرم piety
دھرم rule
دھرم morals
دھرم merit
دھرم virtue
دھرم morality
دھرم righteousness
دھرم innocence
دھرم creed
دھرم justice
دھرم faith
دھرم legality
دھرم law
دھرن beam
دھرن accent
دھرن tone
دھرن womb
دھرن navel
دھڑا party
دھڑا faction
دھڑا side
دھڑکا alarm
دھڑکا doubt
دھڑکا fear
دھڑکن palpitation
دھڑکن doubt
دھڑکن heartbeat
دھڑکن fear
دھکیلنا shove
دھکیلنا push
دھکیلنا jostle
دھماکا thump
دھماکا blast
دھماکا crash
دھماکا explosion
دھمکانا terrorize
دھمکانا menace
دھمکانا intimidate
دھمکانا threaten
دھمکانا daunt
دھمکانا bully
دھمکی intimidation
دھمکی threat
دُھن air
دُھن perseverance
دُھن desire
دُھن obsession
دُھن assiduity
دُھن passion
دُھن tune
دُھند haze
دُھند mist
دُھند haziness
دُھند mistiness
دُھند fog
دُھند smog
دھندا avocation
دھندا work
دھندا trade
دھندا business
دھندا employment
دھندا occupation
دھندا prostitution
دھندا craft
دُھندلا misty
دُھندلا foggy
دُھندلا dim
دُھندلا blurred
دُھندلاہٹ dimness
دُھندلاہٹ mistiness
دُھندلاہٹ fogginess
دھنک embroidery
دھنک chador
دھنک rainbow
دھنک bow
دھوبی dhobi
دھوبی washerman
دھوبی launderer
دھوبی novice
دُھوپ sunshine
دُھوپ frankincense
دُھوپ sunlight
دُھوپ exertion
دُھوپ race
دُھوپ incense
دھوکا mirage
دھوکا doubt
دھوکا scarecrow
دھوکا suspicion
دھوکا disappointment
دھوکا deception
دھوکا deceit
دھوکا delusion
دھونا cleanse
دھونا efface
دھونا wash
ڈاٹ plug
ڈاٹ scolding
ڈاٹ cork
ڈاٹ vault
ڈاکو dacoit
ڈاکو robber
ڈاکو bandit
ڈانٹ chiding
ڈانٹ rebuke
ڈانٹ scolding
ڈانٹ reproof
ڈانٹنا chide
ڈانٹنا rebuke
ڈانٹنا reprove
ڈانٹنا scold
ڈرانا scare
ڈرانا terrify
ڈرانا frighten
ڈراوا threat
ڈراوا intimidation
ڈکار eructation
ڈکار belch
ڈنڈا beam
ڈنڈا stick
ڈنڈا staff
ڈنڈا bar
ڈنڈا club
ڈنڈا pole
ڈوری rope
ڈوری line
ڈوری thread
ڈوری cord
ڈھانا destroy
ڈھانا ruin
ڈھانا raze
ڈھانا demolish
ڈھانا etc.)
ڈھانچا frame
ڈھانچا form
ڈھانچا plan
ڈھانچا skeleton
ڈھکنا lid
ڈھکنا cover
ڈھکنا conceal
ڈھلان slope
ڈھلان declivity
ڈھیر tired
ڈھیر enough
ڈھیر grave
ڈھیر much
ڈھیر abundant
ڈھیر pile
ڈھیر heap
ڈھیر mound
ذات tribe
ذات caste
ذات kind
ذات origin
ذات essence
ذات lineage
ذات person
ذات respect
ذات self
ذات substance
ذات sort
ذات body
ذات being
ذات breed
ذات nature
ذات honour
ذاتی personal
ذاتی intrinsic
ذاتی inborn
ذاتی innate
ذاتی natural
ذاتی real
ذاتی material
ذاتی private
ذخیرہ store
ذخیرہ provision
ذخیرہ hoard
ذخیرہ munitions
ذخیرہ treasure
ذریعہ influence
ذریعہ means
ذریعہ intervention
ذریعہ agency
ذریعہ intercession
ذریعہ medium
ذقن chin
ذکاوت shrewdness
ذکاوت ingenuity
ذکاوت brightness
ذکاوت perspicacity
ذکاوت wit
ذکاوت penetration
ذکاوت acuteness
ذکی acute
ذکی fiery
ذکی ingenious
ذکی flaring
ذکی sharp
ذکی clever
ذکی shrewd
ذلالت abjectness
ذلالت wickedness
ذلالت meanness
ذلالت baseness
ذلیل shameless
ذلیل mean
ذلیل abject
ذلیل despicable
ذلیل contemptible
ذلیل base
ذہین sagacious
ذہین acute
ذہین ingenious
ذہین intelligent
رات night
رات darkness
راج mason
راج dominion
راج reign
راج government
راج bricklayer
راج royalty
راج sovereignty
راج kingdom
راز mystery
راز secret
راس headland
راس adoption
راس dance
راس vertex
راس noise
راس festivity
راس summit
راس end
راس music
راس suitable
راس sound
راس rein
راس propitious
راس extremity
راس cape
راس adaptable
راس luck
راست true
راست certainly
راست straight
راست actually
راست honest
راست right
راست sincere
راستہ manner
راستہ road
راستہ lane
راستہ mode
راستہ path
راستہ way
راستہ street
راضی pleased
راضی agreeable
راضی contented
راضی satisfied
راضی willing
راگ song
راگ anger
راگ love
راگ cheating
راگ emotion
راگ quarrel
راگ music
راگ feeling
راگ passion
راگ deceit
راگ raga
راگ row
راگ tune
راگ story
راگ statement
رال spittle
رال resin
رال saliva
رال pitch
راوی narrator
راوی story-teller
راوی relater
راوی reciter
راوی historian
رائے opinion
رائے counsel
رائے chief
رائے thought
رائے advice
رائے judgement
رائے ballot
رائے prince
رائے vote
رُباعی quatrain
ربط consistency
ربط relation
ربط friendship
ربط bond
ربط uniting
ربط connection
ربط binding
رپٹن slipperiness
رحم mercy
رحم kindness
رحم compassion
رحم pity
رُخ attention
رُخ side
رُخ castle
رُخ favour
رُخ countenance
رُخ face
رُخ front
رُخ roc
رُخ rook
رُخ cheek
رخنہ hole
رخنہ chink
رخنہ crevice
رخنہ plans
رخنہ etc.)
رخنہ obstacle
رخنہ gap
رخنہ obstruction
رخنہ conversation
ردوبدل alteration
ردوبدل change
ردوبدل argument
رزمیہ epic
رس melodiousness
رس exudation
رس arriving
رس serum
رس sap
رس essence
رس humour
رس reaching
رس liquor
رس dispensing
رس administering
رس syrup
رس juice
رسائی entrance
رسائی arriving
رسائی perspicacity
رسائی access
رسائی reach
رسائی acuteness
رسم manner
رسم canon
رسم model
رسم rite
رسم designing
رسم delineating
رسم plan
رسم outline
رسم usage
رسم ritual
رسم practice
رسم custom
رسم etc.)
رسم precept
رسم sketch
رسم injunction
رسم law
رسمی common
رسمی superficial
رسمی formal
رسمی customary
رسمی ordinary
رُسوائی opprobrium
رُسوائی dishonour
رُسوائی notoriety
رُسوائی disgrace
رُسوائی infamy
رُسوائی ignominy
رُسوائی disrepute
رُسوب sediment
رُسوب precipitate
رُسوب dregs
رُسوب deposit
رسیا lover
رسیا rake
رسیا epicure
رسیا voluptuary
رسیا addict
رسیا fond
رسیدگی ripeness
رسیدگی mellowness
رسیدگی arrival
رسیدگی maturity
رسیدگی attainment
رسیلا juicy
رسیلا luscious
رسیلا succulent
رصاص pewter
رصاص lead
رضا leave
رضا assent
رضا will
رضا desire
رضا permission
رضا furlough
رضا wish
رضا consent
رعد fulmination
رعد thunder
رغبت desire
رغبت liking
رغبت inclination
رغبت predilection
رغبت keenness
رغبت affection
رفاقت companionship
رفاقت association
رفاقت friendship
رفاقت comradeship
رفتار pace
رفتار motion
رفتار walk
رفتار gait
رفتار velocity
رفتار conduct
رفتار speed
رفیق friend
رفیق comrade
رفیق companion
رفیق ally
رفیق confederate
رقبہ enclosure
رقبہ environs
رقبہ area
رقص dance
رقص dancing
رقیق slave
رقیق subtle
رقیق thin
رقیق fluid
رقیق fine
رقیق unsubstantial
رقیق delicate
رقیق liquid
رکابی dish
رکابی plate
رکابی platter
رکھنا possess
رکھنا hold
رکھنا preserve
رکھنا keep
رکھنا pawn
رکھنا save
رکھنا reserve
رکھنا place
رکھنا engage
رکھنا employ
رکھنا set
رکھنا put
رکھنا have
رکھنا impute
رکھنا own
رکھوالا cowherd
رکھوالا shepherd
رکھوالا watchman
رکھوالا keeper
رکھوالا guardian
رکھوالا guard
رگ obstinacy
رگ habit
رگ nerve
رگ control
رگ emotion
رگ fibre
رگ feeling
رگ authority
رگ nature
رگ sinew
رگ waywardness
رگڑ graze
رگڑ abrasion
رگڑ friction
رگڑ rubbing
رگڑنا abrade
رگڑنا chafe
رگڑنا rub
رگڑنا grate
رگڑنا grind
رگڑنا excoriate
رمز puzzle
رمز enigma
رمز winking
رمز riddle
رمز coquetry
رمز sign
رمز hint
رمز symbol
رمز code
رمزیت symbolism
رنج anguish
رنج distress
رنج suffering
رنج grief
رنج sadness
رنج sorrow
رنج pain
رنجیدگی displeasure
رنجیدگی chagrin
رنجیدگی sorrow
رنجیدگی grief
رنجیدہ sad
رنجیدہ afflicted
رنجیدہ grieved
رنڈوا widower
رنڈی whore
رنڈی prostitute
رنڈی woman
رنگ manner
رنگ beauty
رنگ colourfulness
رنگ liveliness
رنگ colour
رنگ mode
رنگ dye
رنگ mood
رنگ attractiveness
رنگ paint
رنگ nature
رنگ look
رنگ sort
رنگ enjoyment
رنگ complexion
رنگنا paint
رنگنا colour
رنگنا dye
رنگین multi-coloured
رنگین lively
رنگین florid
رنگین ornate
رنگین coloured
رنگین colourful
رُو manner
رُو basis
رُو mode
رُو cause
رُو countenance
رُو face
رُو surface
رُو reason
رواداری tolerance
رواداری broad-mindedness
رواداری liberal-mindedness
رواں flowing
رواں current
رواں active
رواں cowpea
رواں sharp
رواں life
رواں soul
رواں quick
رواں quickly
رواں expert
رواں going
رواں fluently
رواں moving
رواں fluid
رواں spirit
رواں dexterous
رواں running
رواں fluent
رواں smoothly
رواں brisk
رواں briskly
روانگی death
روانگی going
روانگی departure
روانگی dispatch
روانگی etc.)
روانگی leaving
روانی swiftness
روانی speed
روانی fluency
روانی flow
روانی effusion
روانی flux
روٹی food
روٹی sustenance
روٹی roti
روٹی bread
روٹی loaf
روٹی livelihood
روز time
روز always
روز day
روز period
روزگار age
روزگار time
روزگار service
روزگار employment
روزگار livelihood
روک barrier
روک bondage
روک screen
روک fence
روک bar
روک restriction
روک hindrance
روکنا interrupt
روکنا detain
روکنا withhold
روکنا hinder
روکنا restrain
روکنا impede
روکنا prohibit
روکنا block
روکنا stop
روکنا check
روکنا enclose
روکنا prevent
روکنا obstruct
رُوکھا indifferent
رُوکھا unsympathetic
رُوکھا curt
رُوکھا unseasoned
رُوکھا uncivil
رُوکھا plain
رُوکھا unbuttered
رُوکھا dry
رُوکھا rough
روگ fault
روگ worry
روگ sickness
روگ disease
روگ plague
روگ defect
رونا weeping
رونا mourn
رونا regret
رونا melancholy
رونا cry
رونا lamentation
رونا weep
رونا grief
رونا remorse
رونا repentance
رہبانیت monasticism
طشتری saucer
طشتری plate
ریت sand
ریت filings
ریسمان rope
ریسمان string
ریسمان cord
ریشم silk
ریشمی silken
ریشمی silky
ریگ sand
ریگستان desert
رینگنا crawl
رینگنا creep
گڑھا abyss
گڑھا stomach
گڑھا hole
گڑھا (pit)
گڑھا grave
گڑھا pit
گڑھا cavity
گڑھا ditch
گڑھا belly
زانی lewd
زانی whoremonger
زانی adulterer
زانی fornicator
زانیہ strumpet
زانیہ fornicator
زانیہ whore
زانیہ adulteress
زاویہ zawiya
زاویہ corner
زاویہ angle
زائیدہ procreated
زائیدہ child
زائیدہ generated
زائیدہ offspring
زائیدہ born
زبردستی high-handedness
زبردستی oppression
زبردستی force
زبردستی forcibly
زبردستی violence
زچگی childbirth
زچگی maternity
زحمت inconvenience
زحمت hardship
زحمت sickness
زحمت trouble
زحمت pain
زخم sore
زخم loss
زخم gash
زخم injury
زخم wound
زخم cut
زر pollen
زر money
زر wealth
زر gold
زر riches
زرکوب gold-beater
زرد yellow
زرد wan
زرد dull
زرد pale
زرعی agrarian
زرعی agricultural
زری brocade
زری monetary
زری zari
زعفران saffron
زقند leap
زقند jump
زلزلہ earthquake
زمان time
زمان age
زمان season
زمان period
زمین cloth
زمین etc.
زمین country
زمین soil
زمین land
زمین region
زمین earth
زمین ground
زن woman
زن wife
زن whoosh
زن female
زن beater
زن doer
زنانہ feminine
زنانہ effeminate
زنانہ harem
زنانہ wife
زنانہ zenana
زنانہ female
زنانہ womanish
زنانہ seraglio
زنبیل haversack
زنبیل purse
زنبیل wallet
زنبیل bag
زوال failure
زوال misery
زوال cessation
زوال wretchedness
زوال decay
زوال fall
زوال wane
زوال decline
زور power
زور influence
زور effort
زور vigour
زور strength
زور force
زور coercion
زور authority
زور violence
زور stress
زہر poison
زہر venom
زہریلا malicious
زہریلا poisonous
زہریلا venomous
زہریلا spiteful
زیر under
زیر lower
زیر below
زیر inferior
زیریں lower
ساتواں seventh
ساٹھواں sixtieth
ساجھا share
ساجھا partnership
ساجھی shareholder
ساجھی partner
سادگی naiveness
سادگی simplicity
سادگی naivety
سادگی candidness
سادگی sincerity
سادگی plainness
سادگی purity
سادگی unaffectedness
سادہ artless
سادہ stupid
سادہ foolish
سادہ simple
سادہ candid
سادہ etc.)
سادہ plain
سادہ sincere
ساربان camel-driver
ساربان cameleer
سارا good
سارا entire
سارا entirely
سارا all
سارا whole
سارا pure
سارا completely
سارا complete
سارا perfumed
سارنگی sarangi
ساکھ goodwill
ساکھ reputation
ساکھ credit
ساکھ trust
ساکھ repute
ساگر sea
ساگر ocean
ساگوان teak
سالا brother-in-law
سالانہ annual
سالانہ yearly
سالانہ annually
سالگرہ birthday
سامراجی imperialist
سامراجی imperialistic
سان whetstone
سان hone
سان grindstone
سان sign
سان indication
سان idea
سان trace
سانٹ union
سانٹ joining
سانٹ help
سانٹ flail
سانٹ junction
سانٹ conspiracy
سانٹ knot
سانٹ intrigue
سانچا matrix
سانچا factual
سانچا truthful
سانچا mould
سانچا candid
ساہوکار moneylender
ساہوکار rich
ساہوکار honest
ساہوکار banker
ساہوکار wealthy
سائل beggar
سائل questioner
سائل petitioner
سائل interrogator
سائل applicant
سایہ patronage
سایہ shadow
سایہ protection
سایہ shade
سایہ shelter
سبب cord
سبب means
سبب cause
سبب string
سبب rope
سبب reason
سبب ground
سبزی verdure
سبزی vegetable
سبزی greenness
سبّل etc.
سبّل crowbar
ست hepta-
ست power
ست fidelity
ست true
ست truth
ست soul
ست essence
ست extract
ست vigour
ست virtue
ست chastity
ست god
ست uprightness
ست faith
ست right
ست might
ست seven
سُتاری awl
ستانا exact
ستانا oppress
ستانا torment
ستانا prosecute
ستانا annoy
سترھواں seventeenth
سجانا decorate
سجانا arrange
سجانا adorn
سچّا truthful
سچّا faithful
سچّا true
سچّا pure
سچّا real
سچّا honest
سچّا fair
سچّا genuine
سچّا sincere
سچّائی genuineness
سچّائی purity
سچّائی truth
سچّائی honesty
سخاوت munificence
سخاوت generosity
سخت firm
سخت staunch
سخت severely
سخت stern
سخت strong
سخت much
سخت solid
سخت hard
سخت very
سخت difficult
سخت harsh
سخت tight
سخت strict
سخت severe
سخت extremely
سخت violently
سخت intensely
سختی sternness
سختی rigidity
سختی strictness
سختی distress
سختی poverty
سختی hard-heartedness
سختی severity
سختی firmness
سختی obduracy
سختی cruelty
سختی harshness
سختی hardness
سدا ever
سدا perpetually
سدا continually
سدا constantly
سدا always
سر point
سر beginning
سر chief
سر main
سر master
سر summit
سر commencement
سر desire
سر principal
سر end
سر major
سر head
سر top
سر inclination
سر intention
سر crown
سر tip
سر lord
سر skull
سربراہ commander
سربراہ guide
سربراہ leader
سربراہ head
سربراہ ruler
سرپرست guardian
سرپرست patron
سرپرستی guardianship
سرپرستی patronage
سرگرم diligent
سرگرم ardent
سرگرم zealous
سرگرم earnest
سرگرم active
سرگوشی whisper
سُر sun
سُر god
سُر tone
سُر deity
سُر note
سُر song
سُر tune
سُر vowel
سُر melody
سراب mirage
سراب illusion
سراسر entire
سراسر entirely
سراسر whole
سراسر completely
سراسر wholly
سراہنا approve
سراہنا commend
سراہنا praise
سرائے caravanserai
سرائے inn
سرد unemotional
سرد cool
سرد sad
سرد dead
سرد impotent
سرد frigid
سرد cold
سرداری chieftaincy
سرداری chieftainship
سرداری rule
سرداری sway
سرداری headship
سرسری cursorily
سرسری summary
سرسری briefly
سرسری cursory
سُرسُری weevil
سُرسُری tingling
سُرسُری hissing
سرکشی insurrection
سرو cypress
سزا punishment
سزا proper
سزا worthy
سزا penalty
سزا imprisonment
سزا suitable
سزا sentence
سزا chastisement
سستا low-priced
سستا worthless
سستا substandard
سستا inexpensive
سستا cheap
سستا uncomely
سطحی shallow
سطحی trivial
سطحی superficial
سعی attempt
سعی enterprise
سعی endeavour
سعی effort
سفید afraid
سفید plain
سفید milky
سفید white
سفیدی leucorrhoea
سفیدی dawn
سفیدی whitewash
سفیدی whiteness
سفیر arbitrator
سفیر envoy
سفیر ambassador
سکت stamina
سکت strength
سلام salaam
سلام salute
سلام greeting
سلام adieu
سلام regards
سلام peace
سلام compliment
سلام safety
سلطنت empire
سلطنت state
سلطنت sultanate
سلطنت realm
سلطنت dominion
سلطنت reign
سلطنت principality
سلطنت kingdom
سم toxin
سم truthful
سم venom
سم innocent
سم resembling
سم opposite
سم level
سم smooth
سم poison
سم like
سم even
سماج society
سماج apparatus
سماج congregation
سماج association
سماج assembly
سماج meeting
سماج equipment
سماج samaj
سماوی divine
سماوی celestial
سماوی sacred
سماوی spiritual
سماوی ethereal
سماوی heavenly
سمائی patience
سمائی forbearance
سمائی capability
سمائی capacity
سمائی endurance
سمائی room
سمائی space
سمجھانا instruct
سمجھانا pacify
سمجھانا explain
سمجھانا advise
سمجھانا warn
سمجھانا console
سمندر sea
سمندر ocean
سمندر salamander
سمندری marine
سن swish
سن rustle
سن year
سن hemp
سن jute
سُن quiet
سُن numb
سُن dull
سُن shocked
سُن empty
سُن lacking
سُن blank
سُن listen
سُن astonished
سُن still
سُن silent
سنا senna
سنبھالنا hold
سنبھالنا restrain
سنبھالنا restore
سنبھالنا sustain
سنبھالنا manage
سنبھالنا reform
سنبھالنا support
سنتری sentry
سنتری sentinel
سنجافی fringed
سنجافی frilled
سنجیدگی solemnity
سنجیدگی weight
سنجیدگی gravity
سنجیدگی seriousness
سنجیدہ grave
سنجیدہ serious
سنجیدہ weighted
سنجیدہ measured
سنجیدہ sober
سنجیدہ solemn
سنجیدہ tried
سنجیدہ considerate
سنسنی harassment
سنسنی fear
سنسنی sensation
سنسنی stir
سنسنی thrill
سنسنی shivering
سنسی tongs
سنسی pincers
سنگ union
سنگ with
سنگ association
سنگ jointly
سنگ company
سنگ weight
سنگ stone
سنگ gravity
سنگین bayonet
سنگین firm
سنگین serious
سنگین grave
سنگین unpleasant
سنگین weighty
سنگین offensive
سنگین solid
سنگین hard
سنگین stony
سنگین strong
سنگین severe
سنگین heavy
سُننا heed
سُننا hear
سُننا listen
سنوارنا decorate
سنوارنا improve
سنوارنا amend
سنوارنا correct
سنوارنا adorn
سنوارنا arrange
سنیچر miser
سنیچر misfortune
سنیچر ill-luck
سنیچر poverty
سنیچر saturday
سنیچر penury
سواری horsemanship
سواری riding
سواری etc.
سواری arrival
سواری vehicle
سواری passenger
سواری sowari
سواری ladies
سوانگ disguise
سوانگ masquerade
سوانگ drama
سوانگ play
سوانگ role-playing
سُود interest
سُود profit
سُود gain
سُود advantage
سوزن needle
سُوکھا shrivelled
سُوکھا dull
سُوکھا famine
سُوکھا juiceless
سُوکھا draught
سُوکھا thin
سُوکھا flat
سُوکھا withered
سُوکھا parched
سُوکھا dried
سُوکھا uninteresting
سُوکھا dry
سُوکھا rickets
سولھواں sixteenth
سُونا hollow
سُونا unoccupied
سُونا empty
سُونا desolate
سُونا deserted
سُونا void
سُونا unadorned
سُونا plain
سونا sunlight
سونا wealth
سونا sleep
سونا repose
سونا bullion
سونا gold
سونا riches
سونٹا cudgel
سونٹا mace
سونٹا club
سونٹا staff
سہارا assistance
سہارا help
سہارا reliance
سہارا support
سہارا prop
سہل unimportant
سہل easy
سہل simple
سہل trifle
سہل ordinary
سہل soft
سہو inattention
سہو neglect
سہو oversight
سہو omission
سہو negligence
سہواً mistakenly
سہواً erroneously
سے from
سے to
سے by
سے with
سے at
سے of
سے since
سیّال changeable
سیّال unstable
سیّال fluid
سیّال current
سیّال deranged
سیّال incomplete
سیّال liquid
سیر tired
سیر seer
سیر full
سیر satisfied
سیر satiated
سیر replete
سیری repletion
سیری satiety
سیری fullness
شاخ bough
شاخ etc.
شاخ bit
شاخ horn
شاخ office
شاخ etc.)
شاخ piece
شادابی verdure
شادابی greenness
شادابی freshness
شادمان delighted
شادمان cheerful
شادمان happy
شادمانی happiness
شادمانی delight
شادمانی rejoicing
شادمانی pleasure
شادمانی joy
شادمانی gladness
شادی delight
شادی pleasure
شادی marriage
شادی joy
شادی shadi
شادی wedding
شاش piss
شاش sash
شاش urine
شاکی complaining
شاکی complainant
شاکی querulous
شال shawl
شام syria
شام etc.
شام dark
شام black
شام evening
شان pomp
شان dignity
شان manner
شان power
شان condition
شان grandeur
شان mode
شان regard
شان rank
شان respect
شان honeycomb
شان beehive
شان eminence
شان authority
شان nature
شان disposition
شان glory
شانتی shanti
شانتی calm
شانتی serenity
شانتی stoicism
شانتی tranquillity
شانتی peace
شاندار grand
شاندار pompous
شانہ tooth
شانہ shoulder
شانہ shoulder-blade
شانہ jag
شانہ comb
شانہ cog
شاونیت chauvinism
شاہانہ princely
شاہانہ arrogantly
شاہانہ proudly
شاہانہ imperial
شاہانہ royal
شاہانہ magnificent
شاہانہ regal
شاہانہ splendid
شائستگی refinement
شائستگی propriety
شائستگی courtesy
شائستگی decency
شائستگی politeness
شائستگی fitness
شائستگی suitability
شائستہ courteous
شائستہ worthy
شائستہ refined
شائستہ polite
شائستہ gentle
شائستہ suitable
شائستہ decent
شائستہ well-bred
شاید perhaps
شبد sound
شبد hymn
شبد word
شبد term
شبنم dew
شبنمی dewy
شخص body
شخص person
شخص individual
شخص being
شدید intense
شدید grave
شدید heinous
شدید difficult
شدید grievous
شدید violent
شدید strong
شدید severe
شدید atrocious
شدید heavy
شرابی drunkard
شرابی winebibber
شرابی boozer
شرارت playfulness
شرارت villainy
شرارت naughtiness
شرارت mischief
شرارت wickedness
شرارت prank
شرافت dignity
شرافت nobility
شرافت civility
شرافت courtesy
شرافت virtue
شرافت politeness
شرافت honour
شرح ratio
شرح exegesis
شرح commentary
شرح charge
شرح explanation
شرح rate
شرح annotation
شرط stipulation
شرط obligatory
شرط prerequisite
شرط provision
شرط necessary
شرط bet
شرط precondition
شرط term
شرط wager
شرم shyness
شرم hesitation
شرم esteem
شرم reputation
شرم modesty
شرم bashfulness
شرم shame
شرم honour
شرمیلا bashful
شرمیلا shy
شرمیلا modest
شریان artery
شریر wicked
شریر mischief-monger
شریر life
شریر body
شریر bad
شریر evil
شریر mischievous
شریر naughty
شریر corrupt
شریک colleague
شریک comrade
شریک associate
شریک partner
شریک participant
شریک united
شریک included
شریک confederate
شغل work
شغل vocation
شغل business
شغل amusement
شغل employment
شغل occupation
شغل hobby
شفّاف limpid
شفّاف etc.)
شفّاف clean
شفّاف clear
شفّاف transparent
شفیق merciful
شفیق affectionate
شفیق kind
شقیقہ fissure
شقیقہ migraine
شقیقہ temple
شک uncertainty
شک suspicion
شک misgiving
شک doubt
شکر sugariness
شکر sweetness
شکر sugar
شکل manner
شکل formation
شکل form
شکل state
شکل resemblance
شکل condition
شکل kind
شکل shape
شکل diagram
شکل type
شکل mode
شکل fashion
شکل figure
شکل face
شکل style
شکل image
شکل likeness
شکل appearance
شکل way
شکل like
شکلیات morphology
شمیم scent
شمیم perfume
شمیم fragrance
شمیم aroma
شمیم smell
شناخت identification
شناخت identity
شناخت knowledge
شناخت acquaintance
شناخت discernment
شنبہ saturday
شنکھ horn
شنکھ conch
شنگرف cinnabar
شنگرف vermilion
شوخ lover
شوخ irreverent
شوخ daring
شوخ bold
شوخ playful
شوخ naughty
شوخ pert
شُودر sudra
شور tumult
شور salinity
شور noise
شور cry
شور salt
شور outcry
شور renown
شور clamour
شور fame
شور uproar
شور agitation
شورہ bitter
شورہ nitre
شورہ saltpetre
شورہ saline
شہ large
شہ main
شہ king
شہ assistance
شہ instigation
شہ principal
شہ help
شہ incitement
شہ check
شہ support
شہادت shahada
شہادت witness
شہادت testimony
شہادت evidence
شہد honey
شہری citizen
شہری townsman
شہری urban
شہنشاہ emperor
شہوت lust
شہوت sensuality
شیفتگی love
شیفتگی infatuation
شیفتگی fondness
صحیح exact
صحیح true
صحیح pure
صحیح whole
صحیح correct
صحیح accurate
صحیح sound
صحیح perfect
صحیح right
صاف utter
صاف pure
صاف innocent
صاف unadulterated
صاف apparent
صاف complete
صاف candidly
صاف frank
صاف certainly
صاف indifferently
صاف clean
صاف downright
صاف indisputable
صاف quickly
صاف clearly
صاف surely
صاف candid
صاف etc.)
صاف proper
صاف open
صاف hurriedly
صاف right
صاف clear
صافہ turban
صبر patience
صبر forbearance
صبر self-restraint
صبر submission
صبر sufferance
صبر endurance
صحافت journalism
صحافتی journalistic
صحرا desert
صحرا plain
صحرا wilderness
صدارت presidency
صدارتی presidential
صداقت fidelity
صداقت truth
صداقت sincerity
صداقت verity
صداقت truthfulness
صداقت veracity
صرع epilepsy
صرف busy
صرف use
صرف expenditure
صرف morphology
صرف grammar
صرف expense
صفا explicitness
صفا pure
صفا unambiguousness
صفا lucidity
صفا cleanness
صفا unselfishness
صفا sincerity
صفا transparency
صفا clean
صفا elucidation
صفا purity
صفائی clearness
صفائی cleanliness
صفائی dexterity
صفائی smoothness
صفائی destruction
صفائی cleanness
صفائی knack
صفائی truthfulness
صفائی openness
صفائی explanation
صفائی plainness
صفائی purity
صفائی clarification
صفائی validity
صفائی deftness
صفرا bile
صفرا choler
صفرا gall
صفن scrotum
صلابت rigour
صلابت severity
صلابت firmness
صلابت awe
صلابت hardness
صندوق box
صندوق chest
صندوق coffin
صندوق case
صندوق trunk
صوابدید discretion
صوابدید expediency
صوابدید advisability
صوابدید approval
ضبط proscription
ضبط order
ضبط guarding
ضبط discipline
ضبط confiscation
ضبط restraint
ضبط control
ضبط watch
ضبط check
ضبط seizure
ضبط sequestration
ضبطی confiscation
ضخیم thick
ضخیم voluminous
ضخیم bulky
ضرب loss
ضرب multiplication
ضرب beating
ضرب stroke
ضرب impression
ضرب damage
ضرب blow
ضرر loss
ضرر detriment
ضرر injury
ضرر damage
ضرر disadvantage
ضرور absolutely
ضرور certainly
ضرور surely
ضرور definitely
ضرورت want
ضرورت exigency
ضرورت necessity
ضرورت need
ضروری obligatory
ضروری needful
ضروری necessary
ضروری unavoidable
ضروری requisite
ضروری indispensable
ضروری urgent
ضروری essential
ضم conjunction
ضم assimilation
ضم absorption
ضم merger
ضم amalgamation
ضمیر conscience
ضمیمہ supplement
ضمیمہ appendix
ضمیمہ addendum
ضمیمہ prelims
ضمیمہ addition
طاق expert
طاق niche
طاق singular
طاق unrivalled
طاق shelf
طاق unique
طاقتور strong
طاقتور stout
طاقتور powerful
طبعی inborn
طبعی physical
طبعی natural
طبعی innate
طبلہ tabla
طبیعت temperament
طبیعت habit
طبیعت property
طبیعت constitution
طبیعت nature
طبیعت disposition
طبیعیات physics
طرح manner
طرح beauty
طرح air
طرح kind
طرح grace
طرح mode
طرح type
طرح design
طرح base
طرح foundation
طرح way
طرح plan
طرح like
طرف quarter
طرف direction
طرف towards
طرف side
طریقہ manner
طریقہ method
طریقہ custom
طریقہ way
طعن gibe
طعن taunt
طعن scoff
طعن sneer
طعن reproach
طعنہ taunt
طعنہ blame
طلب salary
طلب solicitation
طلب summon
طلب search
طلب demand
طلب request
طلب desire
طلب quest
طلب pay
طلب wish
طلب craving
طلب wages
طمانیت composure
طمانیت calmness
طمانیت tranquillity
طمانیت satisfaction
طنّاز facetious
طنّاز satirical
طنّاز sarcastic
طنّاز coquettish
طنّاز playful
طنّاز satirist
طنز irony
طنز sarcasm
طنز satire
طنز taunt
طنز derision
طنز sneer
طنز jeer
طوائف courtesan
طوائف troupes
طوائف prostitute
طوائف tribes
طوائف nations
طوائف whore
طوائف peoples
طیّارہ aeroplane
ظرافت wit
ظرافت humour
ظرافت jest
ظرف vase
ظرف receptacle
ظرف vessel
ظرف tolerance
ظرف zarf
عاج ivory
عادت manner
عادت adat
عادت habit
عادت addiction
عادت practice
عادت custom
عاری naked
عام common
عام mass
عام public
عام usual
عام general
